index,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,cond_excellent,cond_good,cond_likenew,cylind6,chicago,agesq,agecu,odometersq
139,chicago,chicago suburbs,1999 toyota camry le,good,6 cylinders,Missing,gas,16.3,,,automatic,Missing,0,1000,6.9077554,1999,19,2.7911651,1,0,0,0,1,0,1,1,361,6859,4330.747
140,chicago,chicago N,2002 toyota camry le 4cyl,good,4 cylinders,fwd,gas,17.3906,blue,mid-size,automatic,sedan,0,3500,8.1605186,2002,16,2.8559299,1,0,0,0,1,0,0,1,256,4096,5259.490779561415
142,chicago,chicago city,2002 2002 Toyota camry,good,Missing,Missing,gas,14.32672119140625,,,automatic,Missing,0,3900,8.2687321,2002,16,2.6621263,0,0,0,0,1,0,0,1,256,4096,2940.630299918323
143,chicago,chicago S,2003 toyota camry,excellent,4 cylinders,fwd,gas,17.0,grey,mid-size,automatic,Missing,0,2800,7.9373746,2003,15,2.8332133,0,0,0,1,0,0,0,1,225,3375,4913.0
144,chicago,chicago W,2010 toyota camry le,excellent,4 cylinders,fwd,gas,14.4,,,automatic,Missing,0,5800,8.6656132,2010,8,2.6672282,1,0,0,1,0,0,0,1,64,512,2985.9840000000004
145,chicago,chicago W,2004 Toyota Camry le,like new,4 cylinders,fwd,gas,12.7,blue,mid-size,automatic,sedan,0,3300,8.1016779,2004,14,2.5416019,1,0,0,0,0,1,0,1,196,2744,2048.383
146,chicago,chicago N,2001 Toyota Camry,good,4 cylinders,fwd,gas,13.9,silver,,automatic,Missing,0,1099,7.0021558,2001,17,2.6318889,0,0,0,0,1,0,0,1,289,4913,2685.619
147,chicago,chicago suburbs,2001 Toyota Camry.,good,4 cylinders,fwd,gas,11.5,silver,full-size,automatic,sedan,0,2499,7.8236461,2001,17,2.442347,0,0,0,0,1,0,0,1,289,4913,1520.875
148,chicago,chicago city,2010 TOYOTA CAMRY,good,Missing,fwd,gas,8.14,blue,,automatic,sedan,1,7999,8.987072,2010,8,2.0967901,0,0,0,0,1,0,0,1,64,512,539.3531440000002
151,chicago,chicago city,2002 Toyota Camry LE Sedan,excellent,4 cylinders,fwd,gas,16.9435,grey,mid-size,automatic,sedan,0,3900,8.2687321,2002,16,2.8298843,1,0,0,1,0,0,0,1,256,4096,4864.177124387875
152,chicago,chicago N,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,14.8987,red,mid-size,automatic,sedan,1,5495,8.6115942,2005,13,2.7012739,0,0,0,1,0,0,0,1,169,2197,3307.083236540803
153,chicago,chicago S,2003 Toyota Camry LE,good,Missing,fwd,gas,16.5533,silver,,automatic,sedan,1,2995,8.0046997,2003,15,2.8065856,1,0,0,0,1,0,0,1,225,3375,4535.798550474437
154,chicago,chicago city,2003 Toyota Camry,good,4 cylinders,Missing,gas,14.08167171478271,,,automatic,Missing,0,2700,7.9010072,2003,15,2.6448741,0,0,0,0,1,0,0,1,225,3375,2792.303664362353
155,chicago,chicago suburbs,1999 toyota camry,excellent,6 cylinders,Missing,gas,11.4,,,automatic,sedan,0,5249,8.565793,1999,19,2.4336133,0,0,0,1,0,0,1,1,361,6859,1481.544
156,chicago,chicago city,2015 TOYOTA CAMRY,good,Missing,fwd,gas,2.5929,black,,automatic,sedan,1,12995,9.4723196,2015,3,0.95277697,0,0,0,0,1,0,0,1,9,27,17.432404840089003
157,chicago,chicago city,2002 toyota camry solara,excellent,6 cylinders,Missing,gas,15.0,blue,compact,automatic,coupe,0,3000,8.0063677,2002,16,2.7080503,0,0,0,1,0,0,1,1,256,4096,3375.0
158,chicago,chicago suburbs,2015 Toyota Camry,good,4 cylinders,fwd,gas,1.5955,silver,mid-size,automatic,sedan,1,16257,9.6962786,2015,3,0.46718717,0,0,0,0,1,0,0,1,9,27,4.061537108874999
159,chicago,chicago city,2015 Toyota Camry,good,4 cylinders,fwd,gas,3.1078,silver,,automatic,sedan,1,15910,9.6747036,2015,3,1.1339151,0,0,0,0,1,0,0,1,9,27,30.016440286552005
160,chicago,,2011 Toyota Camry,good,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9700,9.1798811,2011,7,1.8660626,0,0,0,0,1,0,0,1,49,343,269.93683340115194
161,chicago,chicago city,2015 TOYOTA CAMRY,good,Missing,fwd,gas,7.1225,black,,automatic,sedan,1,11995,9.3922453,2015,3,1.9632587,0,0,0,0,1,0,0,1,9,27,361.3244695156249
162,chicago,chicago city,2014 Toyota Camry,good,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.6152058,2014,4,1.5589023,0,0,0,0,1,0,0,1,16,64,107.41573472665597
163,chicago,chicago suburbs,2015 Toyota Camry,good,4 cylinders,fwd,gas,1.6867,grey,mid-size,automatic,sedan,1,15966,9.6782169,2015,3,0.52277398,0,0,0,0,1,0,0,1,9,27,4.798588786363001
164,chicago,chicago suburbs,2007 Toyota Camry se,excellent,4 cylinders,fwd,gas,13.1,silver,mid-size,automatic,sedan,0,6700,8.8098631,2007,11,2.5726123,0,0,1,1,0,0,0,1,121,1331,2248.091
167,chicago,chicago city,1999 toyota camry,excellent,4 cylinders,Missing,gas,25.3,,full-size,automatic,Missing,0,1200,7.0900769,1999,19,3.2308044,0,0,0,1,0,0,0,1,361,6859,16194.277000000002
169,chicago,chicago city,2007 Toyota Camry,good,4 cylinders,Missing,gas,11.62693023681641,,,automatic,Missing,0,6500,8.7795572,2007,11,2.4533241,0,0,0,0,1,0,0,1,121,1331,1571.7924557992637
170,chicago,chicago W,2014 toyota camry,like new,4 cylinders,fwd,gas,2.4691,grey,full-size,automatic,sedan,0,16489,9.7104492,2014,4,0.90385371,0,0,0,0,0,1,0,1,16,64,15.052756571371
172,chicago,chicago city,2013 Toyota Camry,good,4 cylinders,Missing,gas,5.0608,red,,automatic,Missing,0,14000,9.546813,2013,5,1.6215246,0,0,0,0,1,0,0,1,25,125,129.61567435571203
173,chicago,chicago W,2002 toyota camry le 4dr sedan,good,6 cylinders,fwd,gas,15.9282,red,,automatic,sedan,0,4000,8.2940493,2002,16,2.7680912,1,0,1,0,1,0,1,1,256,4096,4041.1046813737685
174,chicago,chicago W,2000 toyota camry le,good,4 cylinders,fwd,gas,18.3973,,,automatic,sedan,0,1695,7.4354382,2000,18,2.912204,1,0,0,0,1,0,0,1,324,5832,6226.762066388318
176,chicago,chicago suburbs,2014 Toyota Camry,excellent,6 cylinders,fwd,gas,4.902,silver,,automatic,sedan,1,14487,9.581007,2014,4,1.5896432,0,0,0,1,0,0,1,1,16,64,117.793118808
177,chicago,chicago city,1998 toyota camry,good,4 cylinders,fwd,gas,16.82425880432129,white,,automatic,Missing,0,2100,7.6496925,1998,20,2.8228219,0,0,0,0,1,0,0,1,400,8000,4762.2020889461655
178,chicago,chicago suburbs,2012 Toyota Camry,good,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.5741501,2012,6,1.7512673,0,0,0,0,1,0,0,1,36,216,191.29215070765898
180,chicago,chicago city,2017 TOYOTA CAMRY,good,Missing,fwd,gas,2.9439,black,,automatic,sedan,1,16499,9.7110548,2017,1,1.0797353,0,0,0,0,1,0,0,1,1,1,25.513448331519005
181,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,white,mid-size,automatic,sedan,1,6300,8.7483053,2006,12,2.3025851,0,0,0,1,0,0,0,1,144,1728,1000.0
182,chicago,chicago suburbs,2014 Toyota Camry SE,good,4 cylinders,fwd,gas,4.3,grey,,automatic,sedan,0,11700,9.3673439,2014,4,1.4586151,0,0,1,0,1,0,0,1,16,64,79.50699999999999
183,chicago,chicago N,2012 Toyota Camry,good,4 cylinders,fwd,gas,5.7619,custom,mid-size,automatic,sedan,1,14388,9.5741501,2012,6,1.7512673,0,0,0,0,1,0,0,1,36,216,191.29215070765898
184,chicago,chicago city,2001 Toyota Camry,good,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1600,7.377759,2001,17,2.7851019,0,0,0,0,1,0,0,1,289,4913,4252.685009786446
185,chicago,chicago city,2015 TOYOTA CAMRY,good,Missing,fwd,gas,6.0499,,,automatic,sedan,1,12322,9.4191418,2015,3,1.8000418,0,0,0,0,1,0,0,1,9,27,221.434144431499
186,chicago,chicago city,2002 Toyota Camry,good,4 cylinders,Missing,gas,16.84,,,automatic,Missing,0,3000,8.0063677,2002,16,2.8237569,0,0,0,0,1,0,0,1,256,4096,4775.581504
187,chicago,chicago suburbs,2009 Toyota Camry,good,4 cylinders,Missing,gas,13.04,red,,automatic,sedan,1,7499,8.9225254,2009,9,2.5680215,0,0,0,0,1,0,0,1,81,729,2217.3424639999994
188,chicago,chicago suburbs,2005 toyota camry le,like new,4 cylinders,fwd,gas,6.4339,grey,mid-size,automatic,sedan,0,8800,9.0825071,2005,13,1.8615808,1,0,0,0,0,1,0,1,169,2197,266.33173579021906
190,chicago,chicago N,2005 Toyota Camry V6,excellent,6 cylinders,fwd,gas,20.12,silver,mid-size,automatic,sedan,1,2500,7.8240461,2005,13,3.0017142,0,0,0,1,0,0,1,1,169,2197,8144.865728000002
191,chicago,chicago suburbs,2007 Toyota Camry,good,4 cylinders,fwd,gas,17.9758,silver,,automatic,sedan,1,4800,8.4763708,2007,11,2.8890264,0,0,0,0,1,0,0,1,121,1331,5808.509210387511
193,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,10.0,grey,mid-size,automatic,sedan,1,8995,9.1044245,2011,7,2.3025851,0,0,0,1,0,0,0,1,49,343,1000.0
194,chicago,chicago W,2015 Toyota Camry,good,4 cylinders,fwd,gas,5.5396,black,,automatic,sedan,1,14990,9.615139,2015,3,1.7119223,0,0,0,0,1,0,0,1,9,27,169.994636739136
195,chicago,chicago suburbs,2006 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,8.4304,silver,full-size,automatic,sedan,1,12500,9.4334841,2006,12,2.1318443,0,0,1,0,1,0,0,1,144,1728,599.1623889264641
196,chicago,chicago city,2001 toyota camry le,good,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1600,7.377759,2001,17,2.7851019,1,0,0,0,1,0,0,1,289,4913,4252.685009786446
197,chicago,chicago city,2004 toyota camry solara,good,Missing,Missing,gas,15.40804576873779,,,automatic,Missing,0,2500,7.8240461,2004,14,2.7348897,0,0,0,0,1,0,0,1,196,2744,3657.99139479143
198,chicago,chicago city,2011 toyota camry le,good,Missing,fwd,gas,6.0154,,,automatic,Missing,0,10695,9.2775316,2011,7,1.7943228,1,0,0,0,1,0,0,1,49,343,217.66747253226396
199,chicago,chicago suburbs,2006 TOYOTA CAMRY LE,good,4 cylinders,Missing,gas,14.155,red,,automatic,sedan,1,3999,8.2937994,2006,12,2.6500678,1,0,0,0,1,0,0,1,144,1728,2836.1527738749996
201,chicago,chicago N,2005 toyota camry le,good,Missing,Missing,gas,9.5,,,automatic,Missing,0,4500,8.4118328,2005,13,2.2512918,1,0,0,0,1,0,0,1,169,2197,857.375
203,chicago,chicago S,2009 Toyota Camry,good,Missing,fwd,gas,14.5777,silver,,automatic,sedan,1,4995,8.5161924,2009,9,2.679493,0,0,0,0,1,0,0,1,81,729,3097.897366212433
204,chicago,chicago suburbs,2011 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,9.9999,grey,mid-size,automatic,sedan,1,8995,9.1044245,2011,7,2.3025751,0,0,0,1,0,0,0,1,49,343,999.970000299999
205,chicago,chicago city,2013 TOYOTA CAMRY,good,Missing,fwd,gas,6.7513,black,,automatic,sedan,1,11988,9.3916616,2013,5,1.9097351,0,0,0,0,1,0,0,1,25,125,307.72460297469695
206,chicago,chicago city,1999 toyota camry le,good,4 cylinders,fwd,gas,16.43,,,automatic,sedan,0,1650,7.4085307,1999,19,2.799109,1,0,0,0,1,0,0,1,361,6859,4435.194707
207,chicago,chicago W,2002 toyota camry,good,6 cylinders,fwd,gas,12.8,brown,full-size,automatic,sedan,0,3590,8.1859074,2002,16,2.5494452,0,0,0,0,1,0,1,1,256,4096,2097.1520000000005
208,chicago,chicago suburbs,2006 Toyota_ Camry_,excellent,4 cylinders,fwd,gas,3.8,grey,mid-size,automatic,sedan,1,8980,9.1027555,2006,12,1.3350011,0,0,0,1,0,0,0,1,144,1728,54.87199999999999
209,chicago,chicago city,2002 toyota camry le,like new,6 cylinders,fwd,gas,14.1,black,mid-size,automatic,sedan,1,3990,8.2915468,2002,16,2.6461749,1,0,0,0,0,1,1,1,256,4096,2803.221
210,chicago,chicago city,2012 TOYOTA CAMRY,good,Missing,fwd,gas,7.7938,blue,,automatic,sedan,1,10988,9.3045588,2012,6,2.0533285,0,0,0,0,1,0,0,1,36,216,473.421275257672
211,chicago,,2014 Toyota Camry,good,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,11900,9.3842936,2014,4,1.907956,0,0,0,0,1,0,0,1,16,64,306.086635947457
212,chicago,chicago city,1997 toyota camry xle,good,4 cylinders,fwd,gas,24.0,blue,,automatic,Missing,0,1000,6.9077554,1997,21,3.1780539,0,1,0,0,1,0,0,1,441,9261,13824.0
214,chicago,chicago S,2012 toyota camry se,like new,4 cylinders,Missing,gas,11.3,black,,automatic,Missing,0,11500,9.3501024,2012,6,2.4248028,0,0,1,0,0,1,0,1,36,216,1442.8970000000002
215,chicago,chicago N,1998 toyota camry,good,4 cylinders,fwd,gas,22.0,,mid-size,automatic,Missing,0,800,6.6846118,1998,20,3.0910425,0,0,0,0,1,0,0,1,400,8000,10648.0
216,chicago,indiana NW,1997 Toyota Camry XLE,good,6 cylinders,Missing,gas,21.9,white,,automatic,sedan,0,1100,7.0030656,1997,21,3.0864866,0,1,0,0,1,0,1,1,441,9261,10503.458999999997
217,chicago,,2011 Toyota Camry,good,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9977,9.2080374,2011,7,1.8660626,0,0,0,0,1,0,0,1,49,343,269.93683340115194
218,chicago,chicago city,2013 TOYOTA CAMRY,good,Missing,fwd,gas,7.2006,,,automatic,sedan,1,10883,9.2949572,2013,5,1.9741644,0,0,0,0,1,0,0,1,25,125,373.3413197762159
219,chicago,chicago city,2007 TOYOTA CAMRY V6 XLE,like new,6 cylinders,fwd,gas,5.0,silver,,automatic,sedan,0,9300,9.1377697,2007,11,1.6094379,0,1,0,0,0,1,1,1,121,1331,125.0
220,chicago,chicago city,2002 Toyota Camry LE 4dr,good,Missing,Missing,gas,14.32672119140625,,,automatic,Missing,0,2595,7.861342,2002,16,2.6621263,1,0,0,0,1,0,0,1,256,4096,2940.630299918323
221,chicago,chicago S,2014 toyota camry xle,excellent,4 cylinders,fwd,gas,2.389,silver,mid-size,automatic,sedan,0,14900,9.6091166,2014,4,0.87087488,0,1,0,1,0,0,0,1,16,64,13.634789868999997
222,chicago,chicago S,2003 TOYOTA CAMRY,good,6 cylinders,Missing,gas,14.6651,white,,automatic,coupe,1,3999,8.2937994,2003,15,2.6854706,0,0,0,0,1,0,1,1,225,3375,3153.9520487324517
223,chicago,chicago N,2014 Toyota Camry,good,4 cylinders,fwd,gas,4.7536,silver,mid-size,automatic,sedan,1,14991,9.6152058,2014,4,1.5589023,0,0,0,0,1,0,0,1,16,64,107.41573472665597
224,chicago,chicago city,2007 toyota camry,good,4 cylinders,Missing,gas,11.62693023681641,,,automatic,sedan,0,5500,8.6125031,2007,11,2.4533241,0,0,0,0,1,0,0,1,121,1331,1571.7924557992637
226,chicago,chicago W,2005 toyota camry,good,6 cylinders,fwd,gas,18.65,grey,mid-size,automatic,Missing,0,2300,7.7406645,2005,13,2.9258461,0,0,0,0,1,0,1,1,169,2197,6486.889624999999
227,chicago,,2011 Toyota Camry,good,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9900,9.2002897,2011,7,1.8660626,0,0,0,0,1,0,0,1,49,343,269.93683340115194
228,chicago,chicago city,1991 toyota camry,good,4 cylinders,fwd,gas,14.0,,,automatic,Missing,0,650,6.4769726,1991,27,2.6390574,0,0,0,0,1,0,0,1,729,19683,2744.0
229,chicago,chicago city,2006 toyota camry,good,4 cylinders,Missing,gas,15.0,black,full-size,automatic,sedan,0,4000,8.2940493,2006,12,2.7080503,0,0,0,0,1,0,0,1,144,1728,3375.0
230,chicago,chicago S,1998 toyota camry le,good,4 cylinders,Missing,gas,14.5,black,mid-size,automatic,sedan,0,550,6.3099184,1998,20,2.6741486,1,0,0,0,1,0,0,1,400,8000,3048.625
231,chicago,chicago city,2000 toyota camry,excellent,4 cylinders,Missing,gas,16.83345794677734,green,,automatic,Missing,0,2799,7.9370174,2000,18,2.8233685,0,0,0,1,0,0,0,1,324,5832,4770.017969633088
232,chicago,chicago S,2011 toyota camry le,good,Missing,Missing,gas,14.2,,,automatic,Missing,0,6999,8.8535223,2011,7,2.6532419,1,0,0,0,1,0,0,1,49,343,2863.2879999999996
233,chicago,chicago suburbs,2001 toyota camry,like new,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,3400,8.1315308,2001,17,2.7851019,0,0,0,0,0,1,0,1,289,4913,4252.685009786446
234,chicago,chicago city,1999 toyota camry le,excellent,4 cylinders,fwd,gas,13.3,silver,mid-size,automatic,sedan,1,1790,7.4899707,1999,19,2.587764,1,0,0,1,0,0,0,1,361,6859,2352.637
235,chicago,chicago city,2005 toyota camry xle,good,Missing,Missing,gas,14.38425159454346,,,automatic,Missing,0,2200,7.6962128,2005,13,2.6661339,0,1,0,0,1,0,0,1,169,2197,2976.197942158053
236,chicago,chicago W,2002 Toyota Camry Solara,good,Missing,Missing,gas,14.32672119140625,,,automatic,Missing,0,4695,8.4542532,2002,16,2.6621263,0,0,0,0,1,0,0,1,256,4096,2940.630299918323
237,chicago,chicago S,2008 toyota camry,good,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,8900,9.0938063,2008,10,2.5295701,0,0,0,0,1,0,0,1,100,1000,1975.7643751652283
239,chicago,chicago city,2004 toyota camry xle,good,Missing,Missing,gas,15.40804576873779,,,automatic,Missing,0,3599,8.1884117,2004,14,2.7348897,0,1,0,0,1,0,0,1,196,2744,3657.99139479143
240,chicago,chicago suburbs,2014 Toyota Camry,good,4 cylinders,fwd,gas,3.154,black,,automatic,sedan,0,11800,9.3758545,2014,4,1.1486715,0,0,0,0,1,0,0,1,16,64,31.375096263999996
241,chicago,chicago S,2008 TOYOTA CAMRY SOLARA,good,4 cylinders,Missing,gas,12.9926,,,automatic,convertible,1,5999,8.6993484,2008,10,2.5643799,0,0,0,0,1,0,0,1,100,1000,2193.250335234776
242,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,850,6.7452364,1994,24,2.889816,0,0,0,0,1,0,0,1,576,13824,5822.2853989999985
243,chicago,chicago suburbs,1998 toyota camry le,good,4 cylinders,fwd,gas,16.82425880432129,grey,full-size,automatic,sedan,0,1450,7.2793188,1998,20,2.8228219,1,0,0,0,1,0,0,1,400,8000,4762.2020889461655
244,chicago,chicago suburbs,2015 Toyota Camry LE,good,Missing,fwd,gas,9.0147,black,,automatic,sedan,1,14995,9.6154718,2015,3,2.1988566,1,0,0,0,1,0,0,1,9,27,732.5779376065228
245,chicago,chicago W,2009 toyota camry le,like new,4 cylinders,fwd,gas,13.2572,silver,full-size,automatic,sedan,1,6300,8.7483053,2009,9,2.5845408,1,0,0,0,0,1,0,1,81,729,2329.9973360132476
246,chicago,chicago city,2009 TOYOTA CAMRY LE,good,4 cylinders,fwd,gas,16.45036315917969,black,mid-size,automatic,Missing,1,5995,8.6986809,2009,9,2.8003476,1,0,0,0,1,0,0,1,81,729,4451.705946854319
247,chicago,chicago suburbs,2005 Toyota Camry,excellent,4 cylinders,fwd,gas,8.5069,,mid-size,automatic,sedan,1,6277,8.744647,2005,13,2.1408775,0,0,0,1,0,0,0,1,169,2197,615.6217893835089
248,chicago,chicago W,2011 toyota camry xle,excellent,6 cylinders,fwd,gas,9.0653,green,full-size,automatic,sedan,1,8300,9.0240107,2011,7,2.2044539,0,1,0,1,0,0,1,1,49,343,744.9833088750771
249,chicago,chicago suburbs,2005 TOYOTA CAMRY SOLARA,good,8 cylinders,Missing,gas,13.65,red,,automatic,coupe,1,4499,8.4116106,2005,13,2.6137395,0,0,0,0,1,0,0,1,169,2197,2543.302125
250,chicago,chicago city,2011 toyota camry le,excellent,4 cylinders,fwd,gas,14.0,black,compact,automatic,sedan,0,6500,8.7795572,2011,7,2.6390574,1,0,0,1,0,0,0,1,49,343,2744.0
252,chicago,chicago city,2003 Toyota Camry,good,Missing,Missing,gas,10.5,,,automatic,Missing,0,2950,7.9895606,2003,15,2.3513753,0,0,0,0,1,0,0,1,225,3375,1157.625
253,chicago,chicago city,2010 toyota camry se,good,Missing,Missing,gas,14.66399955749512,,,automatic,Missing,0,12000,9.392662,2010,8,2.6853955,0,0,1,0,1,0,0,1,64,512,3153.2421014846914
255,chicago,chicago city,2002 toyota camry le,good,4 cylinders,fwd,gas,14.32672119140625,silver,full-size,automatic,sedan,0,1800,7.495542,2002,16,2.6621263,1,0,0,0,1,0,0,1,256,4096,2940.630299918323
256,chicago,chicago city,2003 toyota camry,good,4 cylinders,fwd,gas,18.9,,,automatic,sedan,0,2098,7.6487398,2003,15,2.939162,0,0,0,0,1,0,0,1,225,3375,6751.268999999998
257,chicago,chicago city,2014 Toyota Camry,good,Missing,Missing,gas,4.791686534881592,,,automatic,Missing,0,12800,9.4572001,2014,4,1.5668825,0,0,0,0,1,0,0,1,16,64,110.01836795375404
258,chicago,chicago city,2007 Toyota Camry Solara Sport,good,Missing,Missing,gas,11.62693023681641,,,automatic,Missing,0,4500,8.4118328,2007,11,2.4533241,0,0,0,0,1,0,0,1,121,1331,1571.7924557992637
259,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8942,9.0985146,2007,11,1.8405337,0,0,0,1,0,0,0,1,121,1331,250.035093188999
260,chicago,chicago suburbs,1994 toyota camry,good,4 cylinders,fwd,gas,17.99,white,full-size,automatic,sedan,0,700,6.5510802,1994,24,2.889816,0,0,0,0,1,0,0,1,576,13824,5822.2853989999985
261,chicago,chicago city,2011 toyota camry,like new,4 cylinders,fwd,gas,12.5,white,compact,automatic,sedan,0,6500,8.7795572,2011,7,2.5257287,0,0,0,0,0,1,0,1,49,343,1953.125
262,chicago,chicago city,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,6.2999,black,mid-size,automatic,sedan,1,8888,9.0924578,2007,11,1.8405337,0,0,0,1,0,0,0,1,121,1331,250.035093188999
263,chicago,chicago W,2007 Toyota Camry,excellent,4 cylinders,fwd,gas,11.5515,silver,mid-size,automatic,sedan,1,6350,8.7562103,2007,11,2.4468153,0,0,0,1,0,0,0,1,121,1331,1541.3992642158753
264,chicago,chicago city,2004 toyota camry,good,4 cylinders,Missing,gas,15.40804576873779,white,,automatic,Missing,0,3700,8.2160883,2004,14,2.7348897,0,0,0,0,1,0,0,1,196,2744,3657.99139479143
266,chicago,chicago city,2003 toyota camry,excellent,4 cylinders,fwd,gas,14.3,silver,,automatic,Missing,0,2600,7.8632669,2003,15,2.6602595,0,0,0,1,0,0,0,1,225,3375,2924.2070000000003
267,chicago,chicago city,2005 toyota camry,excellent,6 cylinders,Missing,gas,15.74,silver,,automatic,Missing,0,4300,8.3663702,2005,13,2.7562053,0,0,0,1,0,0,1,1,169,2197,3899.5472240000004
268,chicago,chicago city,2016 TOYOTA CAMRY,good,Missing,fwd,gas,4.095,black,,automatic,sedan,1,14995,9.6154718,2016,2,1.4097667,0,0,0,0,1,0,0,1,4,8,68.66915737499998
270,chicago,chicago city,2013 toyota camry,excellent,Missing,Missing,gas,3.8,silver,,automatic,Missing,0,14000,9.546813,2013,5,1.3350011,0,0,0,1,0,0,0,1,25,125,54.87199999999999
271,chicago,chicago city,2012 TOYOTA CAMRY,good,Missing,fwd,gas,10.8722,silver,,automatic,sedan,1,9999,9.2102404,2012,6,2.386209,0,0,0,0,1,0,0,1,36,216,1285.1454963830479
272,chicago,chicago S,2004 TOYOTA CAMRY  SOLARA,good,6 cylinders,Missing,gas,7.8,white,,automatic,sedan,1,4999,8.5169935,2004,14,2.0541236,0,0,0,0,1,0,1,1,196,2744,474.55199999999996
273,chicago,,2011 Toyota Camry,good,4 cylinders,fwd,gas,6.4628,black,,automatic,sedan,1,9995,9.2098398,2011,7,1.8660626,0,0,0,0,1,0,0,1,49,343,269.93683340115194
274,chicago,chicago suburbs,2000 toyota camry,good,4 cylinders,fwd,gas,15.0,silver,full-size,automatic,sedan,0,3200,8.0709057,2000,18,2.7080503,0,0,0,0,1,0,0,1,324,5832,3375.0
275,chicago,,2014 Toyota Camry,good,4 cylinders,fwd,gas,6.7393,red,,automatic,sedan,1,12488,9.4325237,2014,4,1.907956,0,0,0,0,1,0,0,1,16,64,306.086635947457
276,chicago,chicago city,2011 Toyota Camry,good,Missing,fwd,gas,6.4655,black,,automatic,Missing,1,10995,9.3051958,2011,7,1.8664804,0,0,0,0,1,0,0,1,49,343,270.2752938113749
277,chicago,chicago W,2006 toyota camry solara,good,4 cylinders,fwd,gas,14.1,silver,mid-size,automatic,coupe,0,4900,8.4969902,2006,12,2.6461749,0,0,0,0,1,0,0,1,144,1728,2803.221
279,chicago,chicago W,2011 Toyota Camry,excellent,4 cylinders,fwd,gas,5.3763,black,mid-size,automatic,sedan,1,10000,9.2103405,2011,7,1.6820004,0,0,0,1,0,0,0,1,49,343,155.39981006594698
280,los angeles,San Fernando,1998 toyota camry,excellent,4 cylinders,Missing,gas,18.887,,,automatic,sedan,0,2300,7.7406645,1998,20,2.9384739,0,0,0,1,0,0,0,0,400,8000,6737.347390103
281,chicago,chicago suburbs,2000 TOYOTA CAMRY SOLARA,good,6 cylinders,Missing,gas,11.03,silver,,automatic,coupe,1,3799,8.2424936,2000,18,2.4006188,0,0,0,0,1,0,1,1,324,5832,1341.9197269999997
