index,area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,cond_excellent,cond_good,cond_likenew,cylind6,chicago,agesq,agecu,odometersq
407,los angeles,San Fernando,2007 toyota camry ce,good,4 cylinders,Missing,gas,11.62693023681641,black,,automatic,sedan,1,6995,8.852951,2007,11,2.4533241,0,0,0,0,1,0,0,0,121,1331,1571.7924557992637
408,los angeles,San Fernando,2005 toyota camry,good,Missing,Missing,gas,14.38425159454346,,,automatic,Missing,0,1000,6.9077554,2005,13,2.6661339,0,0,0,0,1,0,0,0,169,2197,2976.197942158053
409,los angeles,LA san gabriel,2010 TOYOTA CAMRY,good,4 cylinders,Missing,gas,16.0,,,automatic,Missing,0,5500,8.6125031,2010,8,2.7725887,0,0,0,0,1,0,0,0,64,512,4096.0
413,los angeles,LA westside-southbay,2000 toyota camry solara,good,6 cylinders,fwd,gas,25.6,white,,automatic,coupe,0,500,6.2146082,2000,18,3.2425923,0,0,0,0,1,0,1,0,324,5832,16777.216000000004
414,los angeles,central LA,2012 Toyota Camry,like new,4 cylinders,fwd,gas,8.304973602294922,,,automatic,Missing,0,3300,8.1016779,2012,6,2.1168547,0,0,0,0,0,1,0,0,36,216,572.8155104536448
415,los angeles,LA san gabriel,2004 toyota camry xle,good,Missing,Missing,gas,11.325,,,automatic,Missing,1,3799,8.2424936,2004,14,2.4270127,0,1,0,0,1,0,0,0,196,2744,1452.4949531249997
416,los angeles,LA westside-southbay,2007 toyota camry,like new,4 cylinders,Missing,gas,12.4,silver,compact,automatic,sedan,0,6990,8.8522358,2007,11,2.5176964,0,0,0,0,0,1,0,0,121,1331,1906.6240000000003
417,los angeles,LA long beach,2001 Toyota Camry,excellent,4 cylinders,fwd,gas,22.5,custom,,automatic,sedan,0,1600,7.377759,2001,17,3.1135154,0,0,0,1,0,0,0,0,289,4913,11390.625
418,los angeles,central LA,2015 Toyota Camry SE,like new,4 cylinders,fwd,gas,11.5629,,compact,automatic,sedan,0,11400,9.3413687,2015,3,2.4478016,0,0,1,0,0,1,0,0,9,27,1545.9673200031893
419,los angeles,LA san gabriel,2007 toyota camry le,excellent,4 cylinders,fwd,gas,10.4,white,full-size,automatic,sedan,0,7000,8.8536654,2007,11,2.3418057,1,0,0,1,0,0,0,0,121,1331,1124.864
420,los angeles,San Fernando,1997 toyota camry,good,4 cylinders,fwd,gas,18.7007999420166,black,mid-size,automatic,sedan,0,1000,6.9077554,1997,21,2.9285662,0,0,0,0,1,0,0,0,441,9261,6540.042231070664
421,los angeles,central LA,1998 toyota camry,good,4 cylinders,fwd,gas,15.8,green,compact,automatic,sedan,0,3000,8.0063677,1998,20,2.76001,0,0,0,0,1,0,0,0,400,8000,3944.3120000000004
422,los angeles,LA westside-southbay,2006 toyota camry solara,like new,6 cylinders,Missing,gas,16.4,,,automatic,coupe,0,3850,8.2558289,2006,12,2.7972813,0,0,0,0,0,1,1,0,144,1728,4410.943999999999
423,los angeles,LA westside-southbay,2007 toyota camry solara convertible,good,6 cylinders,Missing,gas,12.0,grey,mid-size,automatic,convertible,0,5000,8.5171928,2007,11,2.4849067,0,0,0,0,1,0,1,0,121,1331,1728.0
424,los angeles,LA san gabriel,2015 Toyota Camry LE,good,4 cylinders,fwd,gas,4.4,white,mid-size,automatic,sedan,1,12888,9.4640522,2015,3,1.4816046,1,0,0,0,1,0,0,0,9,27,85.18400000000003
425,los angeles,LA long beach,2000 Toyota Camry LE,excellent,4 cylinders,fwd,gas,18.6528,,mid-size,automatic,sedan,0,2599,7.8628821,2000,18,2.9259963,1,0,0,1,0,0,0,0,324,5832,6489.811772669951
426,los angeles,LA westside-southbay,2001 Toyota Camry,good,4 cylinders,Missing,gas,13.5,,,automatic,Missing,0,2400,7.7832241,2001,17,2.6026897,0,0,0,0,1,0,0,0,289,4913,2460.375
427,los angeles,San Fernando,2007 toyota camry,excellent,4 cylinders,Missing,gas,11.8,,,automatic,Missing,0,5900,8.6827078,2007,11,2.4680996,0,0,0,1,0,0,0,0,121,1331,1643.0320000000004
428,los angeles,LA westside-southbay,1997 Toyota camry,good,4 cylinders,fwd,gas,19.756,green,compact,automatic,coupe,0,1500,7.3132205,1997,21,2.9834573,0,0,0,0,1,0,0,0,441,9261,7710.757633216001
429,los angeles,LA san gabriel,2015 TOYOTA CAMRY,good,Missing,fwd,gas,5.5096,,,automatic,sedan,1,14988,9.6150055,2015,3,1.7064921,0,0,0,0,1,0,0,0,9,27,167.247721524736
430,los angeles,LA long beach,2014 toyota camry le 4dr sedan,good,Missing,Missing,gas,4.791686534881592,,,automatic,Missing,0,9000,9.1049795,2014,4,1.5668825,1,0,1,0,1,0,0,0,16,64,110.01836795375404
431,los angeles,LA san gabriel,2016 Toyota Camry LE,excellent,4 cylinders,Missing,gas,4.249044418334961,,,automatic,Missing,0,15800,9.6677656,2016,2,1.4466941,1,0,0,1,0,0,0,0,4,8,76.71385606014118
432,los angeles,LA westside-southbay,2017 toyota camry se,like new,4 cylinders,fwd,gas,0.5,grey,full-size,automatic,sedan,0,18500,9.8255262,2017,1,-0.69314718,0,0,1,0,0,1,0,0,1,1,0.125
435,los angeles,San Fernando,2010 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,15.3,white,full-size,automatic,sedan,0,6500,8.7795572,2010,8,2.7278528,1,0,1,0,1,0,0,0,64,512,3581.5770000000007
436,los angeles,LA san gabriel,2007 Toyota camry,good,Missing,Missing,gas,11.8,,,automatic,Missing,0,8300,9.0240107,2007,11,2.4680996,0,0,0,0,1,0,0,0,121,1331,1643.0320000000004
437,los angeles,central LA,1993 toyota camry,good,Missing,Missing,gas,21.91666603088379,,,automatic,Missing,0,950,6.856462,1993,25,3.0872474,0,0,0,0,1,0,0,0,625,15625,10527.456838453285
439,los angeles,central LA,2004 toyota camry solara,good,4 cylinders,fwd,gas,23.9,red,full-size,automatic,coupe,0,2395,7.7811384,2004,14,3.1738784,0,0,0,0,1,0,0,0,196,2744,13651.918999999998
440,los angeles,LA long beach,2008 toyota camry le 4dr sedan,good,4 cylinders,Missing,gas,9.8,black,,automatic,Missing,0,5100,8.5369959,2008,10,2.2823825,1,0,1,0,1,0,0,0,100,1000,941.1920000000002
443,los angeles,central LA,2006 Toyota  camry,good,4 cylinders,fwd,gas,13.1,white,compact,automatic,sedan,0,3200,8.0709057,2006,12,2.5726123,0,0,0,0,1,0,0,0,144,1728,2248.091
445,los angeles,LA san gabriel,2005 toyota camry,good,Missing,Missing,gas,14.38425159454346,,,automatic,Missing,0,4500,8.4118328,2005,13,2.6661339,0,0,0,0,1,0,0,0,169,2197,2976.197942158053
446,los angeles,San Fernando,2003 toyota camry,good,Missing,Missing,gas,13.2,,,automatic,Missing,0,3700,8.2160883,2003,15,2.5802169,0,0,0,0,1,0,0,0,225,3375,2299.968
447,los angeles,San Fernando,1999 Toyota camry,good,4 cylinders,rwd,gas,20.5,brown,compact,automatic,coupe,0,1000,6.9077554,1999,19,3.0204248,0,0,0,0,1,0,0,0,361,6859,8615.125
448,los angeles,LA westside-southbay,2003 Toyota CAMRY XLE,good,Missing,Missing,gas,6.7,white,,automatic,Missing,0,1150,7.0475173,2003,15,1.9021075,0,1,0,0,1,0,0,0,225,3375,300.76300000000003
450,los angeles,central LA,2012 toyota camry,like new,4 cylinders,Missing,gas,8.304973602294922,black,,automatic,sedan,0,3115,8.0439844,2012,6,2.1168547,0,0,0,0,0,1,0,0,36,216,572.8155104536448
451,los angeles,central LA,2003 toyota camry,good,6 cylinders,fwd,gas,14.08167171478271,black,,automatic,sedan,0,2500,7.8240461,2003,15,2.6448741,0,0,0,0,1,0,1,0,225,3375,2792.303664362353
452,los angeles,San Fernando,2015 Toyota Camry,good,4 cylinders,fwd,gas,3.4566,grey,,automatic,sedan,1,15995,9.6800318,2015,3,1.2402854,0,0,0,0,1,0,0,0,9,27,41.299745633495995
453,los angeles,LA long beach,2015 toyota camry le 4dr sedan,good,Missing,Missing,gas,4.963212966918945,,,automatic,Missing,0,10800,9.2873011,2015,3,1.6020533,1,0,1,0,1,0,0,0,9,27,122.2612220225949
454,los angeles,LA westside-southbay,2005 Toyota Camry XLE,good,4 cylinders,fwd,gas,14.5741,grey,mid-size,automatic,Missing,0,5900,8.6827078,2005,13,2.6792459,0,1,0,0,1,0,0,0,169,2197,3095.6028321040208
455,los angeles,LA long beach,2014 toyota camry le 4dr sedan,good,Missing,Missing,gas,4.791686534881592,,,automatic,Missing,0,9900,9.2002897,2014,4,1.5668825,1,0,1,0,1,0,0,0,16,64,110.01836795375404
456,los angeles,LA san gabriel,2012 toyota camry,excellent,4 cylinders,fwd,gas,8.304973602294922,,,automatic,sedan,0,3190,8.0677757,2012,6,2.1168547,0,0,0,1,0,0,0,0,36,216,572.8155104536448
458,los angeles,central LA,2001 toyota camry,good,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1400,7.2442274,2001,17,2.7851019,0,0,0,0,1,0,0,0,289,4913,4252.685009786446
459,los angeles,central LA,2002 toyota camry,good,4 cylinders,Missing,gas,13.045,,,automatic,Missing,0,2700,7.9010072,2002,16,2.5684049,0,0,0,0,1,0,0,0,256,4096,2219.894066125
460,los angeles,LA westside-southbay,1999 toyota camry,excellent,4 cylinders,fwd,gas,17.01991844177246,,,automatic,Missing,0,500,6.2146082,1999,19,2.8343844,0,0,0,1,0,0,0,0,361,6859,4930.289530879707
461,los angeles,LA san gabriel,2011 toyota camry le 4dr sedan,good,4 cylinders,fwd,gas,5.0212,silver,full-size,automatic,sedan,0,9600,9.1695185,2011,7,1.6136689,1,0,1,0,1,0,0,0,49,343,126.59675112812802
462,los angeles,San Fernando,2003 toyota camry le,excellent,4 cylinders,fwd,gas,19.5211,blue,full-size,automatic,sedan,0,2400,7.7832241,2003,15,2.9714959,1,0,0,1,0,0,0,0,225,3375,7438.970879178932
463,los angeles,LA long beach,1998 toyota camry le,good,Missing,Missing,gas,16.82425880432129,,,automatic,Missing,0,2200,7.6962128,1998,20,2.8228219,1,0,0,0,1,0,0,0,400,8000,4762.2020889461655
464,los angeles,San Fernando,2015 Toyota Camry,good,4 cylinders,fwd,gas,3.6072,white,,automatic,sedan,1,15995,9.6800318,2015,3,1.2829318,0,0,0,0,1,0,0,0,9,27,46.93649624524801
467,los angeles,,2004 Toyota Camry,like new,6 cylinders,fwd,gas,21.7337,custom,,automatic,sedan,1,3900,8.2687321,2004,14,3.0788641,0,0,0,0,0,1,1,0,196,2744,10265.99395069175
469,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,Missing,gas,13.2,,,automatic,Missing,0,3700,8.2160883,2003,15,2.5802169,0,0,0,1,0,0,0,0,225,3375,2299.968
470,los angeles,LA westside-southbay,2003 Toyota Camry Xle,good,Missing,Missing,gas,14.08167171478271,,,automatic,Missing,0,1100,7.0030656,2003,15,2.6448741,0,0,0,0,1,0,0,0,225,3375,2792.303664362353
471,los angeles,San Fernando,2009 Toyota camry SE,like new,4 cylinders,Missing,gas,11.7,,,automatic,Missing,0,7900,8.974618,2009,9,2.4595888,0,0,1,0,0,1,0,0,81,729,1601.6129999999996
472,los angeles,central LA,2009 toyota camry le,like new,4 cylinders,Missing,gas,12.8708,grey,full-size,automatic,sedan,0,6500,8.7795572,2009,9,2.5549612,1,0,0,0,0,1,0,0,81,729,2132.1444562709116
473,los angeles,LA san gabriel,2009 toyota camry se,excellent,4 cylinders,fwd,gas,16.45036315917969,black,,automatic,Missing,0,1502,7.3145528,2009,9,2.8003476,0,0,1,1,0,0,0,0,81,729,4451.705946854319
474,los angeles,LA westside-southbay,1991 toyota camry,good,Missing,Missing,gas,15.3,,,automatic,wagon,0,2750,7.9193563,1991,27,2.7278528,0,0,0,0,1,0,0,0,729,19683,3581.5770000000007
475,los angeles,central LA,2004 toyota camry solara,good,Missing,Missing,gas,20.1038,,,automatic,Missing,0,2000,7.6009026,2004,14,3.0009089,0,0,0,0,1,0,0,0,196,2744,8125.207584786872
476,los angeles,San Fernando,2005 Toyota Camry LE,good,4 cylinders,Missing,gas,12.1,white,,automatic,Missing,0,4500,8.4118328,2005,13,2.4932055,1,0,0,0,1,0,0,0,169,2197,1771.561
477,los angeles,central LA,2007 toyota camry,excellent,4 cylinders,Missing,gas,12.0,white,,automatic,sedan,0,5300,8.5754623,2007,11,2.4849067,0,0,0,1,0,0,0,0,121,1331,1728.0
478,los angeles,LA long beach,2016 toyota camry le 4dr sedan,good,Missing,Missing,gas,4.249044418334961,,,automatic,Missing,0,11000,9.3056507,2016,2,1.4466941,1,0,1,0,1,0,0,0,4,8,76.71385606014118
479,los angeles,San Fernando,2011 Toyota Camry,excellent,4 cylinders,Missing,gas,7.9,,,automatic,Missing,0,8500,9.047821,2011,7,2.0668628,0,0,0,1,0,0,0,0,49,343,493.03900000000004
481,los angeles,LA san gabriel,2012 Toyota Camry se,good,4 cylinders,Missing,gas,8.304973602294922,,,automatic,Missing,0,7500,8.922658,2012,6,2.1168547,0,0,1,0,1,0,0,0,36,216,572.8155104536448
482,los angeles,LA long beach,2009 toyota camry le,good,Missing,Missing,gas,16.45036315917969,,,automatic,Missing,0,6000,8.6995144,2009,9,2.8003476,1,0,0,0,1,0,0,0,81,729,4451.705946854319
484,los angeles,LA long beach,2004 toyota camry,good,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,1,0,0,0,196,2744,5832.0
485,los angeles,central LA,2008 toyota camry le,good,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,4500,8.4118328,2008,10,2.5295701,1,0,0,0,1,0,0,0,100,1000,1975.7643751652283
486,los angeles,central LA,2004 Toyota Camry,good,4 cylinders,Missing,gas,19.4324,blue,,automatic,sedan,0,2900,7.972466,2004,14,2.9669418,0,0,0,0,1,0,0,0,196,2744,7338.027322044225
487,los angeles,San Fernando,2009 toyota camry,good,4 cylinders,Missing,gas,10.0,grey,,automatic,sedan,0,7000,8.8536654,2009,9,2.3025851,0,0,0,0,1,0,0,0,81,729,1000.0
488,los angeles,San Fernando,2003 toyota camry le,good,Missing,Missing,gas,14.08167171478271,,,automatic,Missing,0,3600,8.1886892,2003,15,2.6448741,1,0,0,0,1,0,0,0,225,3375,2792.303664362353
489,los angeles,LA san gabriel,2004 toyota camry,good,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,1,0,0,0,196,2744,5832.0
491,los angeles,LA san gabriel,2013 TOYOTA CAMRY LE,like new,4 cylinders,fwd,gas,3.5092,black,full-size,automatic,sedan,0,10500,9.2591305,2013,5,1.2553881,1,0,0,0,0,1,0,0,25,125,43.213989498687994
492,los angeles,central LA,2004 Toyota Camry Le FwD 210Hp,excellent,Missing,fwd,gas,15.40804576873779,white,full-size,automatic,sedan,0,1000,6.9077554,2004,14,2.7348897,0,0,0,1,0,0,0,0,196,2744,3657.99139479143
493,los angeles,San Fernando,2003 toyota camry le,like new,4 cylinders,Missing,gas,3.2,green,compact,automatic,coupe,0,7500,8.922658,2003,15,1.1631508,1,0,0,0,0,1,0,0,225,3375,32.76800000000001
494,los angeles,LA san gabriel,2008 toyota camry,like new,4 cylinders,Missing,gas,15.3123,silver,,automatic,sedan,0,1600,7.377759,2008,10,2.7286565,0,0,0,0,0,1,0,0,100,1000,3590.221867071867
495,los angeles,LA westside-southbay,2006 toyota camry le,good,Missing,Missing,gas,12.66718101501465,,,automatic,Missing,0,5950,8.6911469,2006,12,2.5390146,1,0,0,0,1,0,0,0,144,1728,2032.5438793543224
496,los angeles,LA long beach,1998 TOYOTA CAMRY,like new,Missing,Missing,gas,16.0,,,automatic,Missing,0,2200,7.6962128,1998,20,2.7725887,0,0,0,0,0,1,0,0,400,8000,4096.0
497,los angeles,LA san gabriel,2012 Toyota Camry,excellent,4 cylinders,rwd,gas,2.3,white,full-size,automatic,sedan,0,11800,9.3758545,2012,6,0.83290911,0,0,0,1,0,0,0,0,36,216,12.166999999999998
498,los angeles,LA san gabriel,1998 Toyota Camry LE 4 DR,excellent,4 cylinders,fwd,gas,18.374,brown,mid-size,automatic,sedan,0,2895,7.9707403,1998,20,2.9109366,1,0,0,1,0,0,0,0,400,8000,6203.133617623998
499,los angeles,LA westside-southbay,2008 Toyota Camry,good,6 cylinders,fwd,gas,13.1306,grey,mid-size,automatic,sedan,1,7405,8.9099112,2008,10,2.5749454,0,0,0,0,1,0,1,0,100,1000,2263.8816256006157
500,los angeles,LA san gabriel,2007 Toyota Camry,good,Missing,Missing,gas,12.2,,,automatic,Missing,0,6700,8.8098631,2007,11,2.501436,0,0,0,0,1,0,0,0,121,1331,1815.8479999999997
502,los angeles,North LA county,2004 toyota camry,good,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,1,0,0,0,196,2744,5832.0
503,los angeles,central LA,2003 toyota camry,like new,4 cylinders,Missing,gas,3.2,green,,automatic,Missing,0,7500,8.922658,2003,15,1.1631508,0,0,0,0,0,1,0,0,225,3375,32.76800000000001
504,los angeles,LA long beach,2004 Toyota Camry SE,excellent,4 cylinders,fwd,gas,11.6,white,,automatic,sedan,0,4700,8.4553175,2004,14,2.451005,0,0,1,1,0,0,0,0,196,2744,1560.896
505,los angeles,central LA,2008 toyota camry,good,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,4500,8.4118328,2008,10,2.5295701,0,0,0,0,1,0,0,0,100,1000,1975.7643751652283
506,los angeles,central LA,1999 Toyota CAMRY,excellent,6 cylinders,fwd,gas,10.2767,grey,full-size,automatic,sedan,0,2900,7.972466,1999,19,2.3298793,0,0,0,1,0,0,1,0,361,6859,1085.328071651663
507,los angeles,LA westside-southbay,2006 toyota camry solara,good,Missing,Missing,gas,12.66718101501465,,,automatic,Missing,0,4000,8.2940493,2006,12,2.5390146,0,0,0,0,1,0,0,0,144,1728,2032.5438793543224
508,los angeles,San Fernando,2004 toyota camry,good,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,1,0,0,0,196,2744,5832.0
509,los angeles,San Fernando,2014 TOYOTA CAMRY SE SPORT,like new,4 cylinders,fwd,gas,10.3674,white,mid-size,automatic,sedan,1,11995,9.3922453,2014,4,2.3386662,0,0,1,0,0,1,0,0,16,64,1114.319075466024
510,los angeles,LA westside-southbay,2012 TOYOTA CAMRY SE,like new,4 cylinders,Missing,gas,11.4512,red,full-size,automatic,sedan,1,9900,9.2002897,2012,6,2.4380946,0,0,1,0,0,1,0,0,36,216,1501.595643465728
511,los angeles,central LA,2016 TOYOTA CAMRY SE,like new,4 cylinders,fwd,gas,2.9122,black,full-size,automatic,sedan,0,15999,9.6802816,2016,2,1.0689088,0,0,1,0,0,1,0,0,4,8,24.698102723848
512,los angeles,LA san gabriel,2007 toyota camry,good,6 cylinders,Missing,gas,13.9,white,sub-compact,automatic,sedan,0,6500,8.7795572,2007,11,2.6318889,0,0,0,0,1,0,1,0,121,1331,2685.619
513,los angeles,LA westside-southbay,2004 toyota camry xle,good,Missing,Missing,gas,20.7,silver,,automatic,Missing,0,3500,8.1605186,2004,14,3.0301337,0,1,0,0,1,0,0,0,196,2744,8869.742999999999
514,los angeles,San Fernando,2007 toyota camry,excellent,Missing,Missing,gas,10.0,,,automatic,Missing,0,5499,8.6123219,2007,11,2.3025851,0,0,0,1,0,0,0,0,121,1331,1000.0
515,los angeles,central LA,2017 toyota camry,like new,4 cylinders,fwd,gas,2.0,black,full-size,automatic,sedan,0,17000,9.7409687,2017,1,0.69314718,0,0,0,0,0,1,0,0,1,1,8.0
516,los angeles,LA long beach,2004 toyota camry xle,excellent,4 cylinders,Missing,gas,11.5334,,,automatic,Missing,0,5500,8.6125031,2004,14,2.4452472,0,1,0,1,0,0,0,0,196,2744,1534.164974079704
517,los angeles,San Fernando,2012 toyota camry LE,like new,4 cylinders,Missing,gas,8.304973602294922,white,,automatic,Missing,0,9490,9.1579943,2012,6,2.1168547,1,0,0,0,0,1,0,0,36,216,572.8155104536448
518,los angeles,San Fernando,1992 Toyota Camry,good,4 cylinders,fwd,gas,16.8,grey,mid-size,automatic,sedan,0,1500,7.3132205,1992,26,2.8213789,0,0,0,0,1,0,0,0,676,17576,4741.6320000000005
520,los angeles,San Fernando,2003 toyota camry,excellent,4 cylinders,Missing,gas,14.08167171478271,white,,automatic,Missing,0,3500,8.1605186,2003,15,2.6448741,0,0,0,1,0,0,0,0,225,3375,2792.303664362353
521,los angeles,central LA,2009 Toyota Camry,good,Missing,Missing,gas,16.45036315917969,,,automatic,Missing,0,8299,9.0238905,2009,9,2.8003476,0,0,0,0,1,0,0,0,81,729,4451.705946854319
522,los angeles,LA san gabriel,2010 toyota camry le,like new,4 cylinders,Missing,gas,12.0,white,,automatic,sedan,0,7800,8.9618788,2010,8,2.4849067,1,0,0,0,0,1,0,0,64,512,1728.0
523,los angeles,San Fernando,2006 TOYOTA CAMRY SE,good,6 cylinders,Missing,gas,16.56,,,automatic,Missing,0,4100,8.3187418,2006,12,2.8069901,0,0,1,0,1,0,1,0,144,1728,4541.308415999999
524,los angeles,central LA,2004 toyota camry,good,Missing,Missing,gas,18.0,,,automatic,Missing,0,3950,8.2814713,2004,14,2.8903718,0,0,0,0,1,0,0,0,196,2744,5832.0
525,los angeles,central LA,2004 toyota camry,good,4 cylinders,fwd,gas,11.6,silver,mid-size,automatic,sedan,0,3800,8.2427559,2004,14,2.451005,0,0,0,0,1,0,0,0,196,2744,1560.896
526,los angeles,San Fernando,2012 toyota camry le,good,Missing,Missing,gas,8.304973602294922,,,automatic,Missing,0,8900,9.0938063,2012,6,2.1168547,1,0,0,0,1,0,0,0,36,216,572.8155104536448
527,los angeles,LA long beach,2005 toyota camry le,good,4 cylinders,Missing,gas,19.0,,,automatic,Missing,0,2700,7.9010072,2005,13,2.9444389,1,0,0,0,1,0,0,0,169,2197,6859.0
528,los angeles,LA westside-southbay,2016 TOYOTA CAMRY SE,good,4 cylinders,fwd,gas,6.5467,white,,automatic,sedan,1,14995,9.6154718,2016,2,1.8789611,0,0,1,0,1,0,0,0,4,8,280.5868542025631
529,los angeles,LA westside-southbay,2015 Toyota Camry,like new,Missing,fwd,gas,1.4319,white,,automatic,sedan,1,16225,9.6943083,2015,3,0.35900223,0,0,0,0,0,1,0,0,9,27,2.9358784237589997
530,los angeles,LA san gabriel,2001 Toyota Camry le,good,Missing,Missing,gas,22.8,,,automatic,Missing,0,1950,7.5755849,2001,17,3.1267605,1,0,0,0,1,0,0,0,289,4913,11852.352
531,los angeles,central LA,1998 toyota camry,good,Missing,Missing,gas,16.82425880432129,,,automatic,Missing,0,1900,7.5496092,1998,20,2.8228219,0,0,0,0,1,0,0,0,400,8000,4762.2020889461655
532,los angeles,San Fernando,2002 toyota camry,excellent,Missing,Missing,gas,14.32672119140625,,,automatic,Missing,0,2500,7.8240461,2002,16,2.6621263,0,0,0,1,0,0,0,0,256,4096,2940.630299918323
533,los angeles,central LA,2009 toyota camry le,excellent,4 cylinders,Missing,gas,8.1,,,automatic,Missing,0,7500,8.922658,2009,9,2.0918641,1,0,0,1,0,0,0,0,81,729,531.4409999999999
535,los angeles,central LA,1996 toyota camry,excellent,Missing,Missing,gas,21.89999961853027,,,automatic,Missing,0,1500,7.3132205,1996,22,3.0864866,0,0,0,1,0,0,0,0,484,10648,10503.458451129918
536,los angeles,LA long beach,2003 toyota camry,good,4 cylinders,fwd,gas,16.2,black,full-size,automatic,sedan,0,3500,8.1605186,2003,15,2.7850113,0,0,0,0,1,0,0,0,225,3375,4251.527999999999
538,los angeles,LA san gabriel,2007 Toyota Camry,excellent,Missing,Missing,gas,5.3,grey,,automatic,sedan,0,8495,9.0472326,2007,11,1.6677068,0,0,0,1,0,0,0,0,121,1331,148.87699999999998
539,los angeles,central LA,1999 toyota camry,excellent,4 cylinders,fwd,gas,12.4,white,compact,automatic,sedan,0,2300,7.7406645,1999,19,2.5176964,0,0,0,1,0,0,0,0,361,6859,1906.6240000000003
540,los angeles,San Fernando,2014 toyota camry,excellent,4 cylinders,fwd,gas,7.3,white,mid-size,automatic,sedan,0,14900,9.6091166,2014,4,1.9878744,0,0,0,1,0,0,0,0,16,64,389.017
541,los angeles,central LA,2009 toyota camry,good,4 cylinders,Missing,gas,8.1,,,automatic,Missing,0,7500,8.922658,2009,9,2.0918641,0,0,0,0,1,0,0,0,81,729,531.4409999999999
543,los angeles,North LA county,2001 toyota camry,excellent,6 cylinders,Missing,gas,27.0,,,automatic,Missing,0,1500,7.3132205,2001,17,3.2958369,0,0,0,1,0,0,1,0,289,4913,19683.0
545,los angeles,central LA,2012 toyota camry se,excellent,4 cylinders,Missing,gas,8.304973602294922,,,automatic,Missing,0,6800,8.8246775,2012,6,2.1168547,0,0,1,1,0,0,0,0,36,216,572.8155104536448
546,los angeles,central LA,2008 TOYOTA CAMRY,good,Missing,Missing,gas,12.54811191558838,,,automatic,Missing,0,2000,7.6009026,2008,10,2.5295701,0,0,0,0,1,0,0,0,100,1000,1975.7643751652283
547,los angeles,San Fernando,2002 toyota camry,excellent,4 cylinders,Missing,gas,16.1,,,automatic,Missing,0,2700,7.9010072,2002,16,2.7788193,0,0,0,1,0,0,0,0,256,4096,4173.281000000001
548,los angeles,central LA,2001 Toyota Camry,good,Missing,Missing,gas,16.20146942138672,,,automatic,Missing,0,1400,7.2442274,2001,17,2.7851019,0,0,0,0,1,0,0,0,289,4913,4252.685009786446
